x,y,z,TgF
-0.3902,0.4888,-0.7501,0.977
-0.3785,0.4727,-0.7362,0.953
-0.3614,0.4568,-0.7222,0.928
-0.3482,0.4451,-0.7144,0.911
-0.3299,0.4324,-0.7056,0.891
-0.3135,0.4229,-0.6998,0.876
-0.2942,0.4122,-0.6927,0.858
-0.2737,0.4051,-0.6873,0.843
-0.2564,0.3968,-0.681,0.829
-0.2381,0.3914,-0.6793,0.819
-0.2246,0.3882,-0.678,0.813
-0.211,0.3848,-0.6732,0.804
-0.199,0.3816,-0.6724,0.798
-0.1902,0.3829,-0.6719,0.796
-0.1831,0.3831,-0.6722,0.795
-0.1775,0.3811,-0.6717,0.792
-0.1687,0.3816,-0.6732,0.792
-0.1626,0.3789,-0.6719,0.788
-0.158,0.3792,-0.6739,0.789
-0.1504,0.376,-0.6749,0.787
-0.1485,0.378,-0.678,0.79
-0.1455,0.3819,-0.6849,0.798
-0.1458,0.3843,-0.6895,0.803
-0.1475,0.3846,-0.6988,0.811
-0.1475,0.3865,-0.711,0.823
-0.1514,0.3902,-0.7232,0.836
-0.1565,0.3916,-0.7371,0.849
-0.1621,0.397,-0.7476,0.862
-0.168,0.4012,-0.7594,0.875
-0.1741,0.4058,-0.7694,0.887
-0.1782,0.4122,-0.7789,0.899
-0.1834,0.4163,-0.7884,0.91
-0.1861,0.4214,-0.7945,0.918
-0.1953,0.4258,-0.8014,0.928
-0.1997,0.4319,-0.8053,0.935
-0.2061,0.4385,-0.8087,0.943
-0.2112,0.4407,-0.8094,0.946
-0.2146,0.4456,-0.8104,0.949
-0.2207,0.4498,-0.8109,0.953
-0.2244,0.4539,-0.8099,0.955
-0.2324,0.46,-0.8079,0.958
-0.2373,0.4634,-0.8077,0.961
-0.2434,0.4656,-0.8075,0.963
-0.251,0.4661,-0.8092,0.967
-0.2571,0.4681,-0.8116,0.972
-0.2664,0.4688,-0.8138,0.976
-0.2732,0.4693,-0.8148,0.979
-0.2815,0.4705,-0.8145,0.982
-0.2867,0.4695,-0.8131,0.982
-0.2918,0.4671,-0.8153,0.984
-0.2923,0.4646,-0.8175,0.985
-0.2981,0.4634,-0.8199,0.988
-0.2986,0.4637,-0.8258,0.993
-0.3013,0.4651,-0.8343,1.002
-0.302,0.4664,-0.8419,1.009
-0.3006,0.471,-0.8495,1.017
-0.2959,0.4708,-0.8641,1.028
-0.292,0.4703,-0.8748,1.035
-0.2888,0.47,-0.8893,1.046
-0.2849,0.4698,-0.9017,1.056
-0.2798,0.4688,-0.9154,1.066
-0.2752,0.4725,-0.9239,1.074
-0.2722,0.4744,-0.9354,1.084
-0.2708,0.4759,-0.9437,1.091
-0.2681,0.4808,-0.9535,1.101
-0.2683,0.4815,-0.9601,1.107
-0.2678,0.4874,-0.9696,1.118
-0.2657,0.4932,-0.9798,1.129
-0.2639,0.5027,-0.9935,1.144
-0.2598,0.5042,-1.0079,1.157
-0.2554,0.5098,-1.0189,1.168
-0.2505,0.5169,-1.0328,1.182
-0.2447,0.5247,-1.0465,1.196
-0.2381,0.5303,-1.0607,1.21
-0.2346,0.5391,-1.0746,1.225
-0.2312,0.5469,-1.0865,1.238
-0.2273,0.5543,-1.098,1.251
-0.2259,0.5623,-1.1063,1.261
-0.2219,0.5699,-1.1139,1.271
-0.2227,0.5762,-1.1166,1.276
-0.2224,0.5801,-1.1132,1.275
-0.2237,0.5853,-1.1058,1.271
-0.2195,0.5877,-1.0946,1.262
-0.2173,0.5889,-1.0824,1.251
-0.2105,0.5904,-1.066,1.237
-0.2046,0.5889,-1.047,1.219
-0.1966,0.588,-1.0231,1.196
-0.1909,0.5867,-1.0016,1.176
-0.1848,0.5853,-0.9774,1.154
-0.1812,0.585,-0.9564,1.136
-0.1736,0.5845,-0.9391,1.12
-0.1692,0.587,-0.9259,1.109
-0.167,0.5882,-0.9124,1.098
-0.1636,0.5923,-0.9002,1.09
-0.1621,0.5997,-0.8893,1.085
-0.1619,0.605,-0.8768,1.078
-0.1604,0.6116,-0.8685,1.074
-0.157,0.6175,-0.859,1.069
-0.1526,0.6238,-0.8512,1.066
-0.1467,0.6268,-0.8448,1.062
-0.1394,0.6326,-0.8385,1.06
-0.1306,0.6382,-0.8314,1.056
-0.1248,0.647,-0.8272,1.058
-0.1162,0.6527,-0.8223,1.056
-0.1126,0.6627,-0.8175,1.058
-0.1069,0.6724,-0.8172,1.064
-0.103,0.6827,-0.8138,1.067
-0.0982,0.6971,-0.8145,1.077
-0.0938,0.7098,-0.8138,1.084
-0.0881,0.7227,-0.8106,1.09
-0.0806,0.7352,-0.8082,1.096
-0.0798,0.7523,-0.8048,1.105
-0.0808,0.7657,-0.7996,1.11
-0.0862,0.7845,-0.7918,1.118
-0.095,0.8009,-0.7767,1.12
-0.1043,0.8192,-0.7618,1.124
-0.1157,0.8355,-0.7437,1.125
-0.1304,0.8497,-0.7261,1.125
-0.1387,0.8636,-0.7059,1.124
-0.1485,0.8751,-0.689,1.124
-0.1528,0.8863,-0.6717,1.123
-0.1585,0.8936,-0.6563,1.12
-0.1651,0.8976,-0.64,1.115
-0.1658,0.9041,-0.6236,1.111
-0.1663,0.9093,-0.6089,1.107
-0.1655,0.9112,-0.5965,1.102
-0.1665,0.9112,-0.5796,1.093
-0.1626,0.9115,-0.5635,1.084
-0.1582,0.9085,-0.5494,1.073
-0.1565,0.9027,-0.5264,1.057
-0.1526,0.8932,-0.5096,1.04
-0.1465,0.8807,-0.4891,1.018
-0.1394,0.8673,-0.4708,0.997
-0.1282,0.8512,-0.4527,0.973
-0.1143,0.8355,-0.4332,0.948
-0.096,0.8194,-0.4139,0.923
-0.0803,0.8053,-0.3958,0.901
-0.0628,0.7921,-0.376,0.879
-0.053,0.7833,-0.3538,0.861
-0.0452,0.7767,-0.3279,0.844
-0.042,0.7721,-0.3037,0.831
-0.0481,0.7696,-0.2779,0.82
-0.0564,0.7713,-0.2549,0.814
-0.0708,0.7738,-0.2317,0.811
-0.0845,0.7747,-0.2112,0.807
-0.0972,0.7772,-0.1878,0.805
-0.1089,0.7801,-0.1648,0.805
-0.1248,0.784,-0.1394,0.806
-0.1389,0.7928,-0.1121,0.813
-0.1538,0.8018,-0.0857,0.821
-0.1726,0.8133,-0.0635,0.834
-0.1902,0.8282,-0.0386,0.851
-0.2095,0.8429,-0.0173,0.869
-0.2281,0.8595,0.0044,0.889
-0.249,0.8744,0.0244,0.909
-0.2703,0.8941,0.0415,0.935
-0.2974,0.9142,0.0447,0.962
-0.3577,0.9317,0.0388,0.999
-0.3738,0.9483,0.0249,1.02
-0.3892,0.9505,0.0581,1.029
-0.4104,0.9493,0.1174,1.041
-0.431,0.9601,0.1631,1.065
-0.4573,0.9784,0.1919,1.097
-0.4842,1.0006,0.2207,1.133
-0.5069,1.0172,0.2527,1.164
-0.5286,1.0292,0.2808,1.191
-0.5467,1.0321,0.3113,1.209
-0.567,1.0238,0.3323,1.217
-0.5865,1.0082,0.354,1.219
-0.6058,0.9925,0.3714,1.221
-0.6212,0.971,0.3855,1.215
-0.6287,0.9522,0.4031,1.21
-0.6373,0.9344,0.4158,1.205
-0.6382,0.9198,0.4283,1.199
-0.6365,0.9078,0.4412,1.193
-0.6319,0.8956,0.4541,1.186
-0.6246,0.8819,0.4651,1.177
-0.6148,0.8653,0.4751,1.163
-0.6028,0.8526,0.4871,1.152
-0.5923,0.8375,0.5042,1.143
-0.5821,0.8219,0.5147,1.131
-0.5709,0.8053,0.5237,1.117
-0.5594,0.7872,0.5379,1.105
-0.5455,0.7694,0.5525,1.093
-0.5303,0.7515,0.5655,1.08
-0.5137,0.7384,0.5782,1.069
-0.4927,0.7242,0.597,1.06
-0.4761,0.711,0.6114,1.052
-0.4546,0.6986,0.6251,1.042
-0.4407,0.6905,0.6343,1.036
-0.4268,0.6805,0.6485,1.032
-0.4136,0.6729,0.6595,1.029
-0.4117,0.668,0.6683,1.031
-0.4056,0.6617,0.6732,1.027
-0.4053,0.6595,0.6756,1.027
-0.4036,0.658,0.679,1.028
-0.3987,0.6597,0.6812,1.029
-0.3977,0.6644,0.6822,1.032
-0.397,0.669,0.6851,1.037
-0.3982,0.6739,0.6817,1.038
-0.3992,0.6761,0.6785,1.038
-0.4034,0.6802,0.6705,1.037
-0.4004,0.6824,0.661,1.031
-0.4007,0.6876,0.6534,1.03
-0.4004,0.6937,0.6392,1.025
-0.3992,0.6986,0.6214,1.017
-0.3982,0.7071,0.6043,1.012
-0.4017,0.7142,0.5867,1.008
-0.406,0.723,0.5718,1.007
-0.409,0.7308,0.5574,1.006
-0.4109,0.7391,0.5425,1.005
-0.4168,0.7442,0.5276,1.003
-0.419,0.7489,0.5152,1.001
-0.4241,0.755,0.5027,1.001
-0.4312,0.7611,0.492,1.004
-0.4366,0.7669,0.4805,1.005
-0.4444,0.7725,0.4761,1.01
-0.451,0.7779,0.4698,1.015
-0.4559,0.7808,0.4668,1.018
-0.4642,0.7845,0.4659,1.024
-0.4688,0.7865,0.4661,1.027
-0.4712,0.7906,0.4673,1.032
-0.4725,0.7918,0.47,1.035
-0.4761,0.7955,0.4717,1.04
-0.4734,0.7962,0.4766,1.042
-0.4708,0.8011,0.4817,1.047
-0.4705,0.8077,0.4795,1.051
-0.469,0.8114,0.48,1.053
-0.4703,0.8209,0.4751,1.059
-0.4761,0.8292,0.4678,1.064
-0.4825,0.8355,0.4625,1.07
-0.4939,0.8443,0.4546,1.079
-0.5042,0.8516,0.4505,1.087
-0.5159,0.858,0.4461,1.096
-0.5276,0.8648,0.4434,1.106
-0.5396,0.8702,0.4449,1.116
-0.5499,0.8751,0.4456,1.125
-0.5584,0.8768,0.4436,1.13
-0.5667,0.8834,0.4446,1.14
-0.5721,0.889,0.4456,1.147
-0.5696,0.8929,0.4483,1.15
-0.5696,0.8946,0.4512,1.153
-0.5674,0.8988,0.4539,1.156
-0.565,0.8988,0.4649,1.159
-0.5618,0.8983,0.472,1.16
-0.5582,0.8998,0.4859,1.165
-0.5562,0.8983,0.4988,1.168
-0.5528,0.8929,0.5171,1.171
-0.5469,0.8875,0.5335,1.171
-0.5418,0.8812,0.5503,1.172
-0.5355,0.8722,0.5701,1.172
-0.5286,0.8621,0.5877,1.17
-0.5193,0.8546,0.6043,1.168
-0.5071,0.8424,0.6209,1.163
-0.4927,0.8311,0.6385,1.158
-0.4754,0.8219,0.6536,1.153
-0.4617,0.8121,0.6671,1.148
-0.4454,0.8065,0.6771,1.143
-0.4266,0.7957,0.6846,1.133
-0.4073,0.7879,0.6866,1.122
-0.3887,0.7808,0.6888,1.111
-0.3687,0.7738,0.692,1.102
-0.3521,0.7672,0.6895,1.09
-0.3338,0.7598,0.6868,1.077
-0.3152,0.755,0.6815,1.065
-0.3001,0.7474,0.6815,1.055
-0.2888,0.7442,0.6783,1.048
-0.2754,0.7391,0.6783,1.04
-0.2674,0.7342,0.6763,1.033
-0.2598,0.7327,0.6776,1.031
-0.2532,0.7315,0.682,1.032
-0.2522,0.7293,0.6839,1.031
-0.2512,0.7254,0.6851,1.029
-0.2498,0.721,0.6922,1.03
-0.2454,0.7171,0.6976,1.03
-0.2439,0.7152,0.7054,1.034
-0.2383,0.7122,0.7186,1.039
-0.2312,0.7115,0.7303,1.045
-0.2263,0.7071,0.7445,1.051
-0.2224,0.7076,0.7594,1.062
-0.2171,0.7083,0.7701,1.069
-0.2141,0.7081,0.7811,1.076
-0.21,0.7103,0.7877,1.081
-0.2097,0.7139,0.7933,1.088
-0.2092,0.7125,0.7923,1.086
-0.2058,0.7166,0.7894,1.086
-0.2029,0.7174,0.786,1.083
-0.2,0.7174,0.7791,1.078
-0.1973,0.7193,0.7735,1.075
-0.1909,0.7174,0.7686,1.069
-0.1865,0.7183,0.7662,1.067
-0.1802,0.7213,0.7642,1.066
-0.1792,0.7257,0.762,1.067
-0.1758,0.7296,0.7613,1.069
-0.1748,0.7352,0.7574,1.07
-0.1734,0.7384,0.7567,1.071
-0.1704,0.7447,0.7557,1.075
-0.1687,0.7445,0.753,1.072
-0.167,0.7489,0.7496,1.073
-0.1611,0.7459,0.7533,1.072
-0.1563,0.7408,0.7537,1.068
-0.1538,0.7369,0.7601,1.07
-0.1514,0.7296,0.7642,1.067
-0.1502,0.7203,0.7721,1.067
-0.1499,0.7164,0.7816,1.071
-0.1516,0.7071,0.7952,1.075
-0.1531,0.7005,0.8079,1.08
-0.1577,0.6937,0.8233,1.088
-0.1577,0.6842,0.8399,1.095
-0.157,0.6729,0.8526,1.097
-0.1558,0.6644,0.8685,1.105
-0.1563,0.6561,0.8829,1.111
-0.1543,0.6478,0.8934,1.114
-0.1536,0.639,0.9041,1.118
-0.1524,0.6302,0.9085,1.116
-0.1528,0.6214,0.911,1.113
-0.1485,0.6168,0.9088,1.108
-0.1511,0.6063,0.9041,1.099
-0.147,0.6002,0.8949,1.087
-0.1467,0.597,0.879,1.073
-0.1463,0.5926,0.8619,1.056
-0.1482,0.5958,0.8458,1.045
-0.1558,0.5989,0.827,1.033
-0.1621,0.6046,0.8138,1.027
-0.1697,0.6111,0.8018,1.022
-0.1799,0.6187,0.7891,1.019
-0.1909,0.6258,0.7794,1.018
-0.2017,0.6331,0.7703,1.017
-0.2161,0.6448,0.7584,1.019
-0.2322,0.6568,0.7498,1.024
-0.2486,0.6719,0.741,1.031
-0.2705,0.692,0.7364,1.046
-0.295,0.712,0.7327,1.063
-0.3203,0.734,0.7315,1.085
-0.3438,0.7572,0.7279,1.105
-0.3711,0.7826,0.7305,1.133
-0.397,0.8038,0.7276,1.155
-0.4227,0.8267,0.7279,1.18
-0.4444,0.8502,0.7313,1.206
-0.4654,0.8643,0.733,1.225
-0.4805,0.8775,0.7398,1.244
-0.4979,0.8875,0.7479,1.263
-0.5042,0.8927,0.7552,1.273
-0.5052,0.8907,0.764,1.278
-0.5049,0.8875,0.7723,1.28
-0.4961,0.8802,0.7847,1.279
-0.4849,0.8673,0.795,1.273
-0.4722,0.8563,0.8099,1.27
-0.451,0.8436,0.8304,1.267
-0.4312,0.8287,0.8509,1.264
-0.407,0.8131,0.8756,1.262
-0.3819,0.7987,0.9019,1.264
-0.3597,0.7838,0.9291,1.268
-0.3413,0.7662,0.9522,1.269
-0.3218,0.753,0.9811,1.278
-0.3101,0.7391,1.0067,1.287
-0.2964,0.7264,1.0301,1.295
-0.2913,0.7147,1.0528,1.305
-0.283,0.7073,1.0729,1.316
-0.2793,0.6973,1.0887,1.323
-0.2783,0.6898,1.1056,1.333
-0.2779,0.68,1.1139,1.334
-0.2801,0.6761,1.1251,1.342
-0.281,0.6712,1.1334,1.347
-0.2825,0.6663,1.1363,1.347
-0.2884,0.6592,1.1368,1.345
-0.2979,0.6566,1.1349,1.345
-0.3084,0.657,1.1288,1.342
-0.3289,0.66,1.1193,1.34
-0.3479,0.6675,1.1075,1.339
-0.3662,0.6744,1.0934,1.336
-0.3829,0.6829,1.0812,1.335
-0.3975,0.6951,1.0602,1.329
-0.4131,0.7042,1.0401,1.322
-0.4236,0.7144,1.0257,1.32
-0.4385,0.7261,1.003,1.314
-0.4534,0.7362,0.984,1.31
-0.4686,0.7445,0.963,1.304
-0.4834,0.7518,0.9398,1.297
-0.4935,0.7554,0.9186,1.288
-0.4998,0.7584,0.8936,1.274
-0.5003,0.7586,0.8739,1.261
-0.4942,0.7523,0.8536,1.24
-0.4852,0.7435,0.8372,1.22
-0.4725,0.7298,0.8216,1.196
-0.4556,0.7139,0.8099,1.172
-0.4368,0.699,0.796,1.146
-0.4148,0.6805,0.7818,1.116
-0.3919,0.6658,0.764,1.087
-0.3672,0.6492,0.7459,1.055
-0.3396,0.6336,0.7247,1.021
-0.3076,0.6175,0.7032,0.985
-0.2762,0.5999,0.6854,0.952
-0.2425,0.5867,0.6639,0.919
-0.2075,0.5684,0.6478,0.886
-0.1773,0.5557,0.6348,0.862
-0.1438,0.5452,0.626,0.843
-0.1167,0.5362,0.627,0.833
-0.0899,0.5286,0.6297,0.827
-0.0657,0.5269,0.6397,0.831
-0.0447,0.5286,0.6558,0.844
-0.0295,0.5323,0.6722,0.858
-0.0239,0.5389,0.6903,0.876
-0.0278,0.5467,0.7093,0.896
-0.0398,0.5545,0.732,0.919
-0.0591,0.5648,0.7559,0.945
-0.085,0.5799,0.7762,0.973
-0.1199,0.6002,0.7894,0.999
-0.1494,0.619,0.7945,1.018
-0.1875,0.64,0.7865,1.031
-0.2188,0.658,0.7833,1.046
-0.2444,0.6798,0.7684,1.055
-0.2661,0.6998,0.7459,1.057
-0.2859,0.7196,0.7208,1.058
-0.3013,0.7381,0.6932,1.056
-0.3184,0.7562,0.6641,1.056
-0.3343,0.7728,0.6353,1.055
-0.3435,0.7872,0.6068,1.052
-0.3438,0.8018,0.5777,1.046
-0.335,0.8128,0.555,1.04
-0.3184,0.8236,0.5318,1.031
-0.2959,0.8348,0.5093,1.022
-0.2732,0.838,0.4935,1.01
-0.2454,0.8385,0.4815,0.998
-0.2183,0.8346,0.4734,0.984
-0.1912,0.8297,0.4698,0.972
-0.1665,0.8187,0.4693,0.958
-0.1402,0.8023,0.4732,0.942
-0.1094,0.7769,0.4793,0.919
-0.0754,0.742,0.4874,0.891
-0.042,0.7052,0.4976,0.864
-0.0134,0.6693,0.5118,0.843
0.012,0.6373,0.5342,0.832
0.0308,0.6116,0.5608,0.83
0.0532,0.5875,0.5901,0.834
0.0735,0.5694,0.6182,0.844
0.0964,0.553,0.6468,0.856
0.1109,0.5357,0.6805,0.873
0.1177,0.5225,0.7161,0.894
0.1162,0.5081,0.7572,0.919
0.1001,0.4942,0.7979,0.944
0.0813,0.4859,0.8426,0.976
0.062,0.4783,0.8883,1.011
0.0408,0.4744,0.9342,1.049
0.0068,0.4712,0.9837,1.091
-0.0276,0.4722,1.0389,1.142
-0.0552,0.4793,1.0924,1.194
-0.0894,0.4861,1.1446,1.247
-0.1231,0.4983,1.194,1.3
-0.1536,0.5076,1.2438,1.352
-0.179,0.5154,1.2848,1.396
-0.2051,0.5262,1.3285,1.444
-0.2302,0.5377,1.3673,1.487
-0.253,0.5501,1.3998,1.525
-0.2766,0.5582,1.4315,1.561
-0.2964,0.566,1.4511,1.586
-0.3152,0.5701,1.4667,1.605
-0.3286,0.5723,1.4774,1.618
-0.3377,0.5706,1.4857,1.627
-0.3474,0.5677,1.4872,1.629
-0.354,0.5613,1.4865,1.628
-0.3619,0.5525,1.4892,1.629
-0.3684,0.5433,1.4892,1.627
-0.3746,0.5308,1.4872,1.623
-0.3794,0.5174,1.4884,1.621
-0.389,0.5052,1.4855,1.617
-0.4024,0.4903,1.4838,1.614
-0.4122,0.48,1.4767,1.607
-0.4124,0.4698,1.465,1.593
-0.4156,0.4585,1.4547,1.581
-0.4185,0.4483,1.4411,1.566
-0.4236,0.4407,1.4274,1.553
-0.4234,0.4334,1.4127,1.537
-0.4258,0.4253,1.3944,1.519
-0.4275,0.4209,1.3788,1.504
-0.4305,0.4158,1.3595,1.485
-0.428,0.4119,1.3339,1.46
-0.4236,0.4102,1.3002,1.428
-0.4236,0.4114,1.2614,1.393
-0.4207,0.4124,1.2201,1.355
-0.4168,0.4161,1.1779,1.317
-0.4175,0.4217,1.1312,1.277
-0.4256,0.4314,1.0907,1.248
-0.4361,0.4375,1.0492,1.218
-0.449,0.4483,1.005,1.189
-0.4629,0.4576,0.9688,1.167
-0.4805,0.4668,0.9347,1.15
-0.503,0.4766,0.91,1.144
-0.5245,0.4849,0.8968,1.147
-0.5518,0.4935,0.8917,1.159
-0.5821,0.5001,0.8917,1.176
-0.6099,0.5071,0.8961,1.197
-0.6353,0.5159,0.901,1.217
-0.6553,0.5213,0.9081,1.235
-0.6683,0.5267,0.9154,1.25
-0.6761,0.5335,0.9168,1.258
-0.6798,0.5345,0.9181,1.261
-0.6846,0.5342,0.9122,1.259
-0.6868,0.5325,0.8983,1.25
-0.6856,0.5272,0.8844,1.237
-0.6795,0.521,0.8612,1.214
-0.6739,0.5162,0.8404,1.195
-0.6644,0.5123,0.8236,1.176
-0.6556,0.5074,0.8038,1.155
-0.6492,0.5022,0.7928,1.141
-0.6397,0.4979,0.7843,1.128
-0.6321,0.493,0.7762,1.116
-0.619,0.4866,0.7723,1.103
-0.5982,0.4798,0.7679,1.085
-0.5811,0.4671,0.7677,1.07
-0.5643,0.4556,0.7662,1.055
-0.554,0.4454,0.7689,1.047
-0.5411,0.439,0.7694,1.038
-0.5267,0.4283,0.7669,1.024
-0.5101,0.4202,0.7623,1.009
-0.4974,0.4112,0.7523,0.991
-0.4832,0.4036,0.7467,0.977
-0.4749,0.3946,0.7398,0.964
-0.4693,0.3843,0.7337,0.952
-0.4676,0.3799,0.7291,0.946
-0.472,0.3711,0.7225,0.939
-0.4788,0.3621,0.7198,0.937
-0.4859,0.3606,0.7205,0.941
-0.4942,0.3562,0.7276,0.949
-0.5088,0.357,0.7337,0.962
-0.522,0.3619,0.7393,0.975
-0.5413,0.3677,0.7491,0.995
-0.5635,0.3743,0.7584,1.016
-0.5811,0.3797,0.7667,1.034
-0.596,0.3811,0.7721,1.047
-0.6002,0.3821,0.7735,1.051
-0.5992,0.378,0.7735,1.049
-0.5906,0.3728,0.7708,1.04
-0.5796,0.3687,0.7674,1.03
-0.5728,0.3619,0.7574,1.016
-0.5608,0.3572,0.7445,0.998
-0.5464,0.3494,0.7301,0.977
-0.5342,0.3421,0.7154,0.956
-0.5218,0.3372,0.7061,0.941
-0.512,0.3252,0.6976,0.924
-0.503,0.3167,0.6905,0.911
-0.4949,0.3084,0.6915,0.905
-0.4908,0.2996,0.7054,0.91
-0.4915,0.2947,0.7281,0.927
-0.5013,0.2886,0.7542,0.95
-0.5159,0.2857,0.7857,0.982
-0.5352,0.2791,0.816,1.015
-0.5489,0.2764,0.8465,1.046
-0.5655,0.2752,0.8766,1.079
-0.5799,0.2696,0.8985,1.103
-0.597,0.2666,0.9234,1.131
-0.6216,0.261,0.951,1.166
-0.6505,0.26,0.9764,1.202
-0.6795,0.2564,1.0003,1.236
-0.7083,0.2549,1.0209,1.268
-0.7345,0.253,1.0355,1.294
-0.7518,0.2539,1.0472,1.314
-0.7679,0.2534,1.0589,1.332
-0.7789,0.2532,1.0621,1.341
-0.7843,0.2505,1.0589,1.341
-0.7889,0.2503,1.047,1.335
-0.7916,0.2508,1.0257,1.32
-0.7909,0.2493,0.9999,1.299
-0.7877,0.2481,0.9691,1.273
-0.7774,0.2473,0.9352,1.241
-0.7652,0.249,0.9032,1.21
-0.7493,0.2483,0.8719,1.176
-0.7352,0.2498,0.8431,1.146
-0.7274,0.2549,0.8182,1.124
-0.7193,0.2637,0.795,1.104
-0.712,0.273,0.7747,1.087
-0.702,0.2808,0.7564,1.069
-0.689,0.2881,0.7406,1.052
-0.6759,0.2925,0.7259,1.034
-0.6585,0.2993,0.7139,1.016
-0.6466,0.3008,0.7049,1.003
-0.6378,0.3057,0.7015,0.996
-0.628,0.3094,0.6954,0.987
-0.6202,0.3123,0.691,0.98
-0.6133,0.3201,0.6878,0.976
-0.6053,0.3286,0.6885,0.974
-0.5987,0.3362,0.691,0.974
-0.5894,0.3421,0.6986,0.976
-0.5833,0.3477,0.7125,0.984
-0.5792,0.356,0.7369,1.003
-0.5818,0.3623,0.7567,1.021
-0.5911,0.3753,0.7828,1.05
-0.5967,0.3836,0.8048,1.073
-0.6058,0.3926,0.8248,1.096
-0.6119,0.3985,0.8436,1.116
-0.6133,0.4019,0.8614,1.131
-0.6136,0.4048,0.88,1.147
-0.6143,0.409,0.8968,1.161
-0.6114,0.4161,0.9059,1.169
-0.6129,0.4195,0.9171,1.18
-0.6116,0.4214,0.922,1.184
-0.6089,0.4285,0.9271,1.189
-0.6009,0.4339,0.9354,1.193
-0.5904,0.439,0.9381,1.192
-0.5799,0.4441,0.9425,1.192
-0.5626,0.4493,0.9398,1.184
-0.5506,0.4505,0.9344,1.174
-0.5379,0.4505,0.9237,1.16
-0.5272,0.4524,0.9083,1.144
-0.5203,0.4515,0.8878,1.124
-0.511,0.4493,0.8707,1.105
-0.502,0.4415,0.8477,1.08
-0.4893,0.4346,0.828,1.055
-0.4778,0.4253,0.8087,1.031
-0.4644,0.419,0.795,1.012
-0.4449,0.4085,0.7835,0.989
-0.4297,0.4009,0.7816,0.978
-0.4141,0.3973,0.7799,0.968
-0.3997,0.3931,0.7801,0.961
-0.3885,0.3924,0.7791,0.955
-0.3836,0.3924,0.7823,0.956
-0.3775,0.3977,0.7799,0.953
-0.3738,0.4036,0.7872,0.96
-0.3694,0.4078,0.7913,0.964
-0.3623,0.4119,0.7979,0.968
-0.3514,0.4143,0.805,0.971
-0.3413,0.4141,0.8116,0.973
-0.3343,0.4114,0.817,0.974
-0.3252,0.4104,0.8204,0.973
-0.3213,0.41,0.8202,0.972
-0.3189,0.4078,0.8192,0.969
-0.3164,0.409,0.816,0.966
-0.3208,0.4104,0.8136,0.966
-0.3243,0.4158,0.8087,0.965
-0.3313,0.4241,0.807,0.97
-0.3467,0.4353,0.8065,0.98
-0.3594,0.4495,0.8045,0.989
-0.3728,0.4622,0.805,1
-0.3858,0.4793,0.8055,1.014
-0.3977,0.4942,0.8053,1.025
-0.4065,0.5096,0.807,1.037
-0.4146,0.5225,0.805,1.045
-0.42,0.5391,0.8089,1.059
-0.4224,0.5557,0.8079,1.068
-0.4195,0.5733,0.807,1.075
-0.4107,0.5919,0.8011,1.077
-0.3999,0.6077,0.7992,1.081
-0.3899,0.6229,0.7967,1.084
-0.385,0.6348,0.7994,1.091
-0.3836,0.6505,0.8023,1.102
-0.3799,0.6663,0.8109,1.116
-0.3746,0.6839,0.8206,1.132
-0.3675,0.7005,0.8316,1.148
-0.3594,0.7174,0.8473,1.167
-0.3523,0.7291,0.8602,1.181
-0.3477,0.7442,0.8739,1.199
-0.3413,0.7574,0.8856,1.214
-0.3377,0.7696,0.8963,1.229
-0.3333,0.776,0.9081,1.24
-0.3291,0.7845,0.922,1.255
-0.326,0.7872,0.9391,1.268
-0.3201,0.7855,0.954,1.277
-0.3084,0.7813,0.972,1.285
-0.2989,0.7752,0.9925,1.294
-0.2913,0.7677,1.0172,1.307
-0.2801,0.7589,1.0419,1.319
-0.2705,0.7518,1.0648,1.331
-0.2649,0.7457,1.0885,1.346
-0.2598,0.7418,1.1139,1.363
-0.2564,0.7376,1.1381,1.38
-0.2578,0.734,1.1561,1.393
-0.2605,0.7347,1.1727,1.408
-0.2681,0.7369,1.1857,1.422
-0.2764,0.7437,1.1954,1.435
-0.2788,0.7528,1.2011,1.445
-0.2859,0.7625,1.2025,1.452
-0.2971,0.7728,1.1998,1.458
-0.3138,0.7896,1.1932,1.465
-0.335,0.8106,1.1803,1.471
-0.3572,0.837,1.1634,1.477
-0.3833,0.8641,1.1407,1.482
-0.4134,0.8946,1.118,1.49
-0.4502,0.9259,1.0895,1.499
-0.4878,0.9576,1.0575,1.508
-0.5254,0.9845,1.024,1.515
-0.5543,1.0074,0.9918,1.518
-0.5728,1.0221,0.9676,1.52
-0.5884,1.0333,0.9576,1.527
-0.5963,1.0392,0.9645,1.538
-0.5972,1.0392,0.9801,1.548
-0.5926,1.0362,1.0082,1.562
-0.5843,1.0233,1.0404,1.572
-0.5726,1.0043,1.0834,1.584
-0.5523,0.9786,1.1283,1.592
-0.524,0.9466,1.1793,1.6
-0.491,0.9098,1.2404,1.615
-0.4512,0.8692,1.3038,1.631
-0.42,0.8209,1.3705,1.652
-0.3955,0.7716,1.4337,1.676
-0.3728,0.7271,1.4958,1.704
-0.3506,0.6844,1.5553,1.735
-0.3352,0.6456,1.611,1.768
-0.3243,0.6114,1.6559,1.795
-0.3155,0.5816,1.6987,1.823
-0.3094,0.553,1.7375,1.849
-0.3094,0.5303,1.7761,1.879
-0.3196,0.5096,1.8058,1.903
